symbol,sector,industry,price
CCC,Commercial Services,Miscellaneous Commercial Services,
ARLP,Energy Minerals,Coal,
CNK,Consumer Services,Movies/Entertainment,
AON,Finance,Insurance Brokers/Services,
VVI,Commercial Services,Miscellaneous Commercial Services,
KLAC,Electronic Technology,Electronic Production Equipment,
MPG,Consumer Services,Movies/Entertainment,
ISP,Finance,Major Banks,
ENZ,Health Technology,Biotechnology,
PNX,Non-Energy Minerals,Other Metals/Minerals,
CXE,Miscellaneous,Investment Trusts/Mutual Funds,
SBH,Retail Trade,Specialty Stores,
XRX,Electronic Technology,Computer Peripherals,
RARE,Health Technology,Biotechnology,
PSG,Commercial Services,Miscellaneous Commercial Services,
EPZM,Health Technology,Biotechnology,
ALNY,Health Technology,Biotechnology,
TFSL,Finance,Savings Banks,
RYN,Finance,Real Estate Investment Trusts,
NEU,Process Industries,Chemicals: Specialty,
REGN,Health Technology,Biotechnology,
FAST,Distribution Services,Wholesale Distributors,
AXP,Finance,Financial Conglomerates,
MNST,Consumer Non-Durables,Beverages: Non-Alcoholic,
TSN,Consumer Non-Durables,Food: Meat/Fish/Dairy,
CST,Miscellaneous,Investment Trusts/Mutual Funds,
HTLF,Finance,Regional Banks,
AZZ,Producer Manufacturing,Electrical Products,
MWG,Utilities,Water Utilities,
ADXS,Health Technology,Biotechnology,
KEP,Utilities,Electric Utilities,
NYMTP,Finance,Real Estate Investment Trusts,
HQH,Miscellaneous,Investment Trusts/Mutual Funds,
SHPG,Health Technology,Pharmaceuticals: Major,
L,Finance,Property/Casualty Insurance,
SNHO,Consumer Durables,Recreational Products,
NCLH,Consumer Services,Hotels/Resorts/Cruise lines,
PXD,Energy Minerals,Oil & Gas Production,
ASX,Electronic Technology,Semiconductors,
HLT,Consumer Services,Hotels/Resorts/Cruise lines,
AXE,Finance,Real Estate Investment Trusts,
HEP,Industrial Services,Oil & Gas Pipelines,
CTRE,Finance,Real Estate Investment Trusts,
VMW,Technology Services,Information Technology Services,
SAIC,Technology Services,Information Technology Services,
RMBS,Electronic Technology,Semiconductors,
NBIX,Health Technology,Biotechnology,
DMLP,Energy Minerals,Oil & Gas Production,
WBMD,Technology Services,Internet Software/Services,
SHLO,Producer Manufacturing,Metal Fabrication,
MNRO,Retail Trade,Specialty Stores,
ZEUS,Non-Energy Minerals,Steel,
GPC,Distribution Services,Wholesale Distributors,
NOMD,Consumer Non-Durables,Food: Specialty/Candy,
INGN,Health Technology,Medical Specialties,
APF,Non-Energy Minerals,Other Metals/Minerals,
MYOK,Health Technology,Pharmaceuticals: Other,
NL,Producer Manufacturing,Industrial Conglomerates,
MBFI,Finance,Savings Banks,
ASB,Finance,Regional Banks,
RGC,Non-Energy Minerals,Precious Metals,
HRTG,Finance,Property/Casualty Insurance,
LBTYK,Consumer Services,Cable/Satellite TV,
CVBF,Finance,Regional Banks,
FBC,Finance,Financial Conglomerates,
WMGI,Health Technology,Medical Specialties,
APEI,Consumer Services,Other Consumer Services,
ANTM,Health Services,Managed Health Care,
OXLC,Miscellaneous,Investment Trusts/Mutual Funds,
NC,Energy Minerals,Coal,
BIG,Retail Trade,Discount Stores,
DEL,Producer Manufacturing,Electrical Products,
SCS,Producer Manufacturing,Office Equipment/Supplies,
ATAX,Finance,Finance/Rental/Leasing,
ORBC,Communications,Wireless Telecommunications,
PFN,Miscellaneous,Investment Trusts/Mutual Funds,
SLF,Finance,Multi-Line Insurance,
UAL,Transportation,Airlines,
KST,Non-Energy Minerals,Steel,
V,Finance,Finance/Rental/Leasing,
GPI,Retail Trade,Specialty Stores,
AKP,Industrial Services,Environmental Services,
NPTN,Electronic Technology,Electronic Components,
IDE,Miscellaneous,Investment Trusts/Mutual Funds,
EROS,Consumer Services,Movies/Entertainment,
UFI,Process Industries,Textiles,
CTR,Miscellaneous,Investment Trusts/Mutual Funds,
KELYB,Commercial Services,Personnel Services,
HCM,Health Technology,Pharmaceuticals: Major,
BSM,Energy Minerals,Oil & Gas Production,
GMLP,Transportation,Marine Shipping,
TRW,Non-Energy Minerals,Precious Metals,
CLNY,Finance,Real Estate Investment Trusts,
AAT,Finance,Real Estate Investment Trusts,
SPPI,Health Technology,Biotechnology,
WDAY,Technology Services,Information Technology Services,
AEIS,Electronic Technology,Electronic Production Equipment,
AHT,Finance,Real Estate Investment Trusts,
MERC,Process Industries,Pulp & Paper,
RFT,Producer Manufacturing,Electrical Products,
STNG,Transportation,Marine Shipping,
PHK,Miscellaneous,Investment Trusts/Mutual Funds,
TNP,Transportation,Marine Shipping,
TGT,Retail Trade,Specialty Stores,
GPRE,Process Industries,Chemicals: Specialty,
SPKE,Utilities,Electric Utilities,
FISI,Finance,Regional Banks,
VRTV,Distribution Services,Wholesale Distributors,
GEQ,Finance,Investment Managers,
FE,Utilities,Electric Utilities,
INFO,Finance,Investment Managers,
REV,Consumer Non-Durables,Household/Personal Care,
SLAB,Electronic Technology,Semiconductors,
FET,Industrial Services,Oilfield Services/Equipment,
PSMT,Retail Trade,Discount Stores,
ENVA,Finance,Finance/Rental/Leasing,
DSE,Miscellaneous,Investment Trusts/Mutual Funds,
CNMD,Health Technology,Medical Specialties,
BMS,Commercial Services,Miscellaneous Commercial Services,
RNET,Communications,Specialty Telecommunications,
BBBY,Retail Trade,Specialty Stores,
ELJ,Utilities,Electric Utilities,
AVID,Technology Services,Packaged Software,
LM,Finance,Investment Managers,
USNA,Consumer Non-Durables,Household/Personal Care,
AVAL,Finance,Major Banks,
CTW,Producer Manufacturing,Electrical Products,
GBCI,Finance,Regional Banks,
NNBR,Producer Manufacturing,Metal Fabrication,
UNF,Consumer Services,Other Consumer Services,
MHLD,Finance,Property/Casualty Insurance,
PMT,Finance,Real Estate Investment Trusts,
CSS,Distribution Services,Wholesale Distributors,
BBX,Finance,Savings Banks,
MYF,Miscellaneous,Investment Trusts/Mutual Funds,
HEI,Electronic Technology,Aerospace & Defense,
PAGP,Industrial Services,Oil & Gas Pipelines,
VEDL,Non-Energy Minerals,Other Metals/Minerals,
ARWR,Health Technology,Biotechnology,
QCOM,Electronic Technology,Telecommunications Equipment,
TTPH,Health Technology,Pharmaceuticals: Other,
CLC,Finance,Investment Managers,
NIQ,Miscellaneous,Investment Trusts/Mutual Funds,
SID,Non-Energy Minerals,Steel,
FCN,Commercial Services,Miscellaneous Commercial Services,
SLRC,Finance,Investment Managers,
DRNA,Health Technology,Biotechnology,
IHS,Non-Energy Minerals,Precious Metals,
IPI,Non-Energy Minerals,Other Metals/Minerals,
TREE,Finance,Finance/Rental/Leasing,
PENN,Consumer Services,Casinos/Gaming,
AIMT,Health Technology,Biotechnology,
SWJ,Communications,Major Telecommunications,
CORE,Distribution Services,Wholesale Distributors,
BCPC,Process Industries,Chemicals: Specialty,
TWN,Miscellaneous,Investment Trusts/Mutual Funds,
BUD,Consumer Non-Durables,Beverages: Alcoholic,
NCOM,Finance,Major Banks,
WRES,Non-Energy Minerals,Other Metals/Minerals,
TAXI,Transportation,Other Transportation,
GAB,Miscellaneous,Investment Trusts/Mutual Funds,
MUSA,Retail Trade,Specialty Stores,
WLL,Energy Minerals,Oil & Gas Production,
PKOH,Producer Manufacturing,Metal Fabrication,
EPD,Industrial Services,Oil & Gas Pipelines,
WRI,Finance,Real Estate Investment Trusts,
WU,Finance,Finance/Rental/Leasing,
ZEP,Utilities,Electric Utilities,
CNO,Finance,Multi-Line Insurance,
CAE,Commercial Services,Miscellaneous Commercial Services,
ERIC,Electronic Technology,Telecommunications Equipment,
MGNX,Health Technology,Biotechnology,
PKG,Process Industries,Containers/Packaging,
CAJ,Electronic Technology,Electronic Equipment/Instruments,
CSWC,Finance,Investment Managers,
MORE,Retail Trade,Specialty Stores,
HMN,Finance,Multi-Line Insurance,
PAI,Miscellaneous,Investment Trusts/Mutual Funds,
QSR,Consumer Services,Restaurants,
FOX,Consumer Services,Broadcasting,
NLS,Consumer Durables,Recreational Products,
AMG,Finance,Investment Managers,
PDM,Finance,Real Estate Investment Trusts,
MSK,Health Technology,Medical Specialties,
MCV,Miscellaneous,Investment Trusts/Mutual Funds,
TRAK,Electronic Technology,Telecommunications Equipment,
MFC,Finance,Life/Health Insurance,
ROYT,Energy Minerals,Oil & Gas Production,
ZINC,Miscellaneous,Investment Trusts/Mutual Funds,
MMSI,Health Technology,Medical Specialties,
HYB,Miscellaneous,Investment Trusts/Mutual Funds,
UTX,Electronic Technology,Aerospace & Defense,
AVP,Electronic Technology,Aerospace & Defense,
BLDR,Producer Manufacturing,Building Products,
PTR,Energy Minerals,Integrated Oil,
FT,Miscellaneous,Investment Trusts/Mutual Funds,
NOAH,Finance,Investment Banks/Brokers,
TRMB,Electronic Technology,Electronic Equipment/Instruments,
GOOGL,Technology Services,Internet Software/Services,
RBCAA,Finance,Regional Banks,
SMM,Miscellaneous,Investment Trusts/Mutual Funds,
DXCM,Health Technology,Medical Specialties,
AMPH,Health Technology,Pharmaceuticals: Other,
HUBG,Transportation,Air Freight/Couriers,
ROVI,Health Technology,Pharmaceuticals: Other,
CEO,Energy Minerals,Oil & Gas Production,
BQH,Miscellaneous,Investment Trusts/Mutual Funds,
UEPS,Technology Services,Packaged Software,
ARNA,Health Technology,Biotechnology,
ZUMZ,Retail Trade,Apparel/Footwear Retail,
FMC,Process Industries,Chemicals: Agricultural,
PBT,Miscellaneous,Investment Trusts/Mutual Funds,
BOOT,Retail Trade,Apparel/Footwear Retail,
CPL,Utilities,Water Utilities,
FL,Retail Trade,Apparel/Footwear Retail,
PICO,Finance,Real Estate Development,
FCH,Finance,Finance/Rental/Leasing,
HMLP,Transportation,Other Transportation,
MTG,Finance,Specialty Insurance,
PAR,Electronic Technology,Electronic Equipment/Instruments,
CDR,Finance,Real Estate Investment Trusts,
DDD,Producer Manufacturing,Industrial Machinery,
MPC,Energy Minerals,Oil Refining/Marketing,
ALEX,Finance,Real Estate Investment Trusts,
ATRI,Health Technology,Medical Specialties,
PRGX,Commercial Services,Miscellaneous Commercial Services,
CTV,Communications,Specialty Telecommunications,
RACE,Consumer Durables,Motor Vehicles,
PKO,Miscellaneous,Investment Trusts/Mutual Funds,
TEL,Electronic Technology,Electronic Components,
FGL,Technology Services,Packaged Software,
JRI,Miscellaneous,Investment Trusts/Mutual Funds,
TPVG,Finance,Investment Managers,
PNY,Finance,Financial Conglomerates,
DHI,Consumer Durables,Homebuilding,
PKD,Industrial Services,Engineering & Construction,
SGEN,Health Technology,Biotechnology,
WAB,Producer Manufacturing,Trucks/Construction/Farm Machinery,
DFS,Finance,Regional Banks,
HELE,Consumer Durables,Electronics/Appliances,
HFC,Energy Minerals,Oil Refining/Marketing,
CINR,Non-Energy Minerals,Other Metals/Minerals,
PAAS,Non-Energy Minerals,Precious Metals,
SLCA,Non-Energy Minerals,Other Metals/Minerals,
VSLR,Utilities,Electric Utilities,
COL,Finance,Real Estate Development,
POL,Process Industries,Chemicals: Specialty,
PFS,Finance,Savings Banks,
VVUS,Health Technology,Pharmaceuticals: Other,
AWH,Health Technology,Biotechnology,
IDTI,Electronic Technology,Semiconductors,
IAE,Miscellaneous,Investment Trusts/Mutual Funds,
HIBB,Retail Trade,Specialty Stores,
HLX,Industrial Services,Oilfield Services/Equipment,
GERN,Health Technology,Biotechnology,
MXIM,Electronic Technology,Semiconductors,
KRG,Finance,Real Estate Investment Trusts,
TE,Non-Energy Minerals,Precious Metals,
CTU,Consumer Non-Durables,Apparel/Footwear,
CTG,Technology Services,Information Technology Services,
BKS,Technology Services,Internet Software/Services,
SVA,Health Technology,Biotechnology,
CTLT,Health Technology,Pharmaceuticals: Other,
DSL,Miscellaneous,Investment Trusts/Mutual Funds,
WIX,Technology Services,Information Technology Services,
BVN,Non-Energy Minerals,Precious Metals,
CBD,Retail Trade,Food Retail,
NXC,Miscellaneous,Investment Trusts/Mutual Funds,
EXP,Non-Energy Minerals,Construction Materials,
VIAV,Electronic Technology,Electronic Equipment/Instruments,
VALE,Non-Energy Minerals,Steel,
CHS,Retail Trade,Apparel/Footwear Retail,
CVS,Retail Trade,Drugstore Chains,
E,Energy Minerals,Integrated Oil,
NYMTO,Finance,Real Estate Investment Trusts,
NTRA,Health Services,Medical/Nursing Services,
CLMT,Process Industries,Industrial Specialties,
OII,Industrial Services,Oilfield Services/Equipment,
RPAI,Finance,Real Estate Investment Trusts,
CHI,Miscellaneous,Investment Trusts/Mutual Funds,
EXK,Non-Energy Minerals,Precious Metals,
HK,Miscellaneous,Investment Trusts/Mutual Funds,
DX,Finance,Real Estate Investment Trusts,
AMRB,Finance,Regional Banks,
TLGT,Health Technology,Pharmaceuticals: Major,
AFG,Finance,Property/Casualty Insurance,
WSBF,Finance,Financial Conglomerates,
CYBR,Technology Services,Packaged Software,
PGTI,Producer Manufacturing,Building Products,
SE,Technology Services,Internet Software/Services,
GRPN,Commercial Services,Advertising/Marketing Services,
WD,Finance,Finance/Rental/Leasing,
STLD,Non-Energy Minerals,Steel,
UTL,Utilities,Electric Utilities,
PFBC,Finance,Regional Banks,
COMM,Electronic Technology,Telecommunications Equipment,
ESTE,Energy Minerals,Integrated Oil,
GJS,Finance,Finance/Rental/Leasing,
AMKR,Electronic Technology,Semiconductors,
NGVC,Retail Trade,Food Retail,
PSEC,Finance,Investment Managers,
AVB,Finance,Real Estate Investment Trusts,
GTT,Communications,Specialty Telecommunications,
K,Consumer Non-Durables,Food: Major Diversified,
H,Consumer Services,Hotels/Resorts/Cruise lines,
PMO,Miscellaneous,Investment Trusts/Mutual Funds,
MX,Electronic Technology,Semiconductors,
XRAY,Health Technology,Medical Specialties,
AMOV,Communications,Wireless Telecommunications,
FMX,Consumer Non-Durables,Beverages: Non-Alcoholic,
MRCC,Finance,Investment Managers,
FSC,Transportation,Air Freight/Couriers,
RYAAY,Transportation,Airlines,
GILD,Health Technology,Biotechnology,
ISRG,Health Technology,Medical Specialties,
NCZ,Miscellaneous,Investment Trusts/Mutual Funds,
FWRD,Transportation,Air Freight/Couriers,
BLL,Process Industries,Containers/Packaging,
PPS,Producer Manufacturing,Electrical Products,
HOV,Consumer Durables,Homebuilding,
LNDC,Consumer Non-Durables,Food: Major Diversified,
MODN,Technology Services,Information Technology Services,
FTNT,Electronic Technology,Computer Communications,
TOL,Consumer Durables,Homebuilding,
MKL,Finance,Specialty Insurance,
RCII,Finance,Finance/Rental/Leasing,
ATW,Commercial Services,Miscellaneous Commercial Services,
MRVL,Electronic Technology,Semiconductors,
KRC,Finance,Real Estate Investment Trusts,
ALG,Producer Manufacturing,Trucks/Construction/Farm Machinery,
AIC,Finance,Real Estate Investment Trusts,
BCX,Miscellaneous,Investment Trusts/Mutual Funds,
TEDU,Commercial Services,Miscellaneous Commercial Services,
RP,Technology Services,Information Technology Services,
GRR,Non-Energy Minerals,Steel,
WYN,Process Industries,Agricultural Commodities/Milling,
BCRX,Health Technology,Biotechnology,
UNFI,Distribution Services,Food Distributors,
NUS,Consumer Non-Durables,Household/Personal Care,
KT,Communications,Major Telecommunications,
ACOR,Health Technology,Biotechnology,
LULU,Retail Trade,Apparel/Footwear Retail,
WIRE,Producer Manufacturing,Metal Fabrication,
APLP,Utilities,Alternative Power Generation,
MN,Finance,Investment Managers,
ENL,Utilities,Electric Utilities,
RNF,Non-Energy Minerals,Other Metals/Minerals,
RH,Retail Trade,Specialty Stores,
ACIW,Technology Services,Packaged Software,
AVA,Utilities,Electric Utilities,
ECL,Process Industries,Chemicals: Specialty,
CEL,Communications,Wireless Telecommunications,
ELP,Utilities,Electric Utilities,
CYD,Producer Manufacturing,Trucks/Construction/Farm Machinery,
TOT,Energy Minerals,Integrated Oil,
FDUS,Finance,Investment Managers,
FPT,Finance,Real Estate Development,
OMED,Health Technology,Biotechnology,
FULT,Finance,Regional Banks,
BLW,Miscellaneous,Investment Trusts/Mutual Funds,
FGB,Miscellaneous,Investment Trusts/Mutual Funds,
CIE,Producer Manufacturing,Auto Parts: OEM,
CRT,Energy Minerals,Oil & Gas Production,
AYN,Electronic Technology,Semiconductors,
RCI,Communications,Wireless Telecommunications,
SEMG,Health Technology,Pharmaceuticals: Other,
TRQ,Non-Energy Minerals,Other Metals/Minerals,
PPBI,Finance,Regional Banks,
AZN,Health Technology,Pharmaceuticals: Major,
ROC,Finance,Financial Conglomerates,
GLW,Electronic Technology,Electronic Components,
PGRE,Finance,Real Estate Investment Trusts,
FMS,Health Services,Medical/Nursing Services,
PII,Consumer Durables,Recreational Products,
MIG,Finance,Investment Managers,
DV,Non-Energy Minerals,Precious Metals,
STON,Consumer Services,Other Consumer Services,
AIG,Finance,Multi-Line Insurance,
UL,Consumer Non-Durables,Household/Personal Care,
SNY,Health Technology,Pharmaceuticals: Major,
BLD,Producer Manufacturing,Building Products,
CTB,Consumer Durables,Automotive Aftermarket,
FRT,Finance,Real Estate Investment Trusts,
MGLN,Health Services,Managed Health Care,
PDT,Miscellaneous,Investment Trusts/Mutual Funds,
MTDR,Energy Minerals,Oil & Gas Production,
KEX,Transportation,Marine Shipping,
DGII,Electronic Technology,Computer Peripherals,
WWE,Consumer Services,Movies/Entertainment,
FLWS,Retail Trade,Internet Retail,
BANR,Finance,Regional Banks,
BSI,Electronic Technology,Electronic Production Equipment,
AYA,Producer Manufacturing,Auto Parts: OEM,
VPG,Electronic Technology,Electronic Components,
EME,Industrial Services,Engineering & Construction,
EFR,Miscellaneous,Investment Trusts/Mutual Funds,
GBLIZ,Finance,Property/Casualty Insurance,
EXPO,Industrial Services,Engineering & Construction,
JSM,Finance,Finance/Rental/Leasing,
CWST,Industrial Services,Environmental Services,
PGP,Miscellaneous,Investment Trusts/Mutual Funds,
UTIW,Miscellaneous,Investment Trusts/Mutual Funds,
AIY,Consumer Durables,Recreational Products,
GILT,Electronic Technology,Telecommunications Equipment,
CVD,Miscellaneous,Investment Trusts/Mutual Funds,
JMP,Finance,Investment Banks/Brokers,
MTU,Miscellaneous,Investment Trusts/Mutual Funds,
VLO,Energy Minerals,Oil Refining/Marketing,
PRI,Finance,Life/Health Insurance,
ASH,Process Industries,Chemicals: Specialty,
NMS,Miscellaneous,Investment Trusts/Mutual Funds,
SGU,Utilities,Gas Distributors,
CDW,Technology Services,Information Technology Services,
PHG,Health Technology,Medical Specialties,
APAM,Finance,Investment Managers,
PFE,Health Technology,Pharmaceuticals: Major,
CRWN,Finance,Investment Managers,
SNOW,Consumer Services,Movies/Entertainment,
MRO,Energy Minerals,Oil & Gas Production,
SAM,Consumer Non-Durables,Beverages: Alcoholic,
CONN,Retail Trade,Electronics/Appliance Stores,
KNDI,Consumer Durables,Motor Vehicles,
RENN,Technology Services,Internet Software/Services,
CP,Transportation,Railroads,
UTHR,Health Technology,Pharmaceuticals: Other,
EAE,Utilities,Electric Utilities,
CAT,Producer Manufacturing,Trucks/Construction/Farm Machinery,
HNI,Producer Manufacturing,Office Equipment/Supplies,
CODE,Finance,Financial Conglomerates,
AVX,Electronic Technology,Electronic Production Equipment,
BPL,Consumer Durables,Electronics/Appliances,
USAK,Transportation,Trucking,
NAZ,Miscellaneous,Investment Trusts/Mutual Funds,
GCP,Process Industries,Industrial Specialties,
WRE,Finance,Real Estate Investment Trusts,
CAA,Non-Energy Minerals,Aluminum,
IRM,Finance,Real Estate Investment Trusts,
EQC,Finance,Real Estate Investment Trusts,
BFZ,Miscellaneous,Investment Trusts/Mutual Funds,
LRCX,Electronic Technology,Electronic Production Equipment,
URI,Finance,Finance/Rental/Leasing,
ELY,Consumer Durables,Recreational Products,
BTT,Miscellaneous,Investment Trusts/Mutual Funds,
JMT,Commercial Services,Miscellaneous Commercial Services,
M,Retail Trade,Department Stores,
RQI,Miscellaneous,Investment Trusts/Mutual Funds,
HLIT,Electronic Technology,Telecommunications Equipment,
PNNT,Finance,Investment Managers,
TITN,Distribution Services,Wholesale Distributors,
MPAA,Producer Manufacturing,Auto Parts: OEM,
GSH,Transportation,Railroads,
RVT,Miscellaneous,Investment Trusts/Mutual Funds,
FNF,Finance,Specialty Insurance,
HTHT,Consumer Services,Hotels/Resorts/Cruise lines,
BTF,Technology Services,Packaged Software,
PCTI,Communications,Specialty Telecommunications,
THO,Consumer Durables,Recreational Products,
FLT,Commercial Services,Miscellaneous Commercial Services,
MIME,Technology Services,Packaged Software,
SGY,Energy Minerals,Oil & Gas Production,
UBSI,Finance,Regional Banks,
RCS,Miscellaneous,Investment Trusts/Mutual Funds,
LGCY,Energy Minerals,Oil & Gas Production,
TA,Consumer Services,Other Consumer Services,
EGF,Miscellaneous,Investment Trusts/Mutual Funds,
DAR,Process Industries,Agricultural Commodities/Milling,
EVT,Miscellaneous,Investment Trusts/Mutual Funds,
BBL,Non-Energy Minerals,Other Metals/Minerals,
CIO,Finance,Real Estate Investment Trusts,
KE,Commercial Services,Miscellaneous Commercial Services,
TSU,Communications,Wireless Telecommunications,
LYB,Process Industries,Chemicals: Specialty,
SCSC,Distribution Services,Electronics Distributors,
DHT,Transportation,Marine Shipping,
HIVE,Technology Services,Information Technology Services,
TCS,Retail Trade,Specialty Stores,
JCI,Producer Manufacturing,Office Equipment/Supplies,
ATNI,Communications,Major Telecommunications,
HLF,Distribution Services,Medical Distributors,
BBY,Retail Trade,Electronics/Appliance Stores,
LII,Producer Manufacturing,Building Products,
RTN,Consumer Services,Restaurants,
CVEO,Consumer Services,Hotels/Resorts/Cruise lines,
MYJ,Miscellaneous,Investment Trusts/Mutual Funds,
AXS,Finance,Multi-Line Insurance,
NOC,Electronic Technology,Aerospace & Defense,
ORC,Finance,Real Estate Investment Trusts,
RWT,Finance,Real Estate Investment Trusts,
BGY,Miscellaneous,Investment Trusts/Mutual Funds,
HWCC,Producer Manufacturing,Metal Fabrication,
ITT,Producer Manufacturing,Industrial Machinery,
ATEN,Technology Services,Information Technology Services,
LPL,Electronic Technology,Electronic Production Equipment,
ATTO,Commercial Services,Miscellaneous Commercial Services,
REXR,Finance,Real Estate Investment Trusts,
RRTS,Transportation,Air Freight/Couriers,
DSPG,Electronic Technology,Semiconductors,
GLOB,Technology Services,Information Technology Services,
NK,Health Technology,Biotechnology,
BST,Miscellaneous,Investment Trusts/Mutual Funds,
DFP,Miscellaneous,Investment Trusts/Mutual Funds,
HSTM,Technology Services,Packaged Software,
BR,Commercial Services,Miscellaneous Commercial Services,
SAFM,Consumer Non-Durables,Food: Meat/Fish/Dairy,
IGI,Miscellaneous,Investment Trusts/Mutual Funds,
AMAT,Producer Manufacturing,Industrial Machinery,
TDA,Communications,Wireless Telecommunications,
ABX,Non-Energy Minerals,Precious Metals,
WAC,Producer Manufacturing,Trucks/Construction/Farm Machinery,
MSFT,Technology Services,Packaged Software,
SSB,Finance,Regional Banks,
ADPT,Commercial Services,Miscellaneous Commercial Services,
HQY,Finance,Investment Managers,
SCL,Process Industries,Chemicals: Specialty,
TCBK,Finance,Regional Banks,
PAC,Transportation,Other Transportation,
EPAY,Technology Services,Packaged Software,
JPG,Miscellaneous,Investment Trusts/Mutual Funds,
PEB,Finance,Real Estate Investment Trusts,
ZBH,Health Technology,Medical Specialties,
TDF,Miscellaneous,Investment Trusts/Mutual Funds,
WRB,Finance,Property/Casualty Insurance,
CTMX,Health Technology,Biotechnology,
GDDY,Technology Services,Internet Software/Services,
AHS,Non-Energy Minerals,Other Metals/Minerals,
AM,Industrial Services,Oil & Gas Pipelines,
IMI,Industrial Services,Engineering & Construction,
CG,Finance,Investment Managers,
TGI,Electronic Technology,Aerospace & Defense,
A,Health Technology,Biotechnology,
SRV,Miscellaneous,Investment Trusts/Mutual Funds,
SALT,Transportation,Marine Shipping,
AINV,Finance,Investment Managers,
CBS,Non-Energy Minerals,Other Metals/Minerals,
HDB,Finance,Regional Banks,
GEO,Finance,Real Estate Investment Trusts,
IID,Miscellaneous,Investment Trusts/Mutual Funds,
CHUY,Consumer Services,Restaurants,
AUDC,Electronic Technology,Telecommunications Equipment,
KFS,Finance,Property/Casualty Insurance,
SYK,Health Technology,Medical Specialties,
CPRT,Commercial Services,Miscellaneous Commercial Services,
RHT,Health Technology,Medical Specialties,
TNET,Commercial Services,Miscellaneous Commercial Services,
CDI,Consumer Non-Durables,Apparel/Footwear,
ORAN,Communications,Major Telecommunications,
SMFG,Finance,Major Banks,
FORTY,Technology Services,Information Technology Services,
SLW,Finance,Life/Health Insurance,
MTT,Miscellaneous,Investment Trusts/Mutual Funds,
TRS,Producer Manufacturing,Miscellaneous Manufacturing,
BBN,Miscellaneous,Investment Trusts/Mutual Funds,
NR,Industrial Services,Oilfield Services/Equipment,
MYN,Miscellaneous,Investment Trusts/Mutual Funds,
EZPW,Finance,Finance/Rental/Leasing,
LQDT,Consumer Services,Other Consumer Services,
VYGR,Health Technology,Biotechnology,
ENI,Energy Minerals,Integrated Oil,
PTEN,Industrial Services,Contract Drilling,
MAS,Producer Manufacturing,Building Products,
SXT,Distribution Services,Wholesale Distributors,
NTP,Electronic Technology,Electronic Equipment/Instruments,
CSL,Producer Manufacturing,Miscellaneous Manufacturing,
SMCI,Electronic Technology,Computer Communications,
HTLD,Transportation,Trucking,
CPTA,Finance,Investment Managers,
ILMN,Health Technology,Biotechnology,
SMRT,Retail Trade,Apparel/Footwear Retail,
CUK,Consumer Services,Hotels/Resorts/Cruise lines,
MFM,Miscellaneous,Investment Trusts/Mutual Funds,
ST,Electronic Technology,Electronic Equipment/Instruments,
IRWD,Health Technology,Pharmaceuticals: Other,
AF,Transportation,Airlines,
IRET,Finance,Real Estate Investment Trusts,
NTC,Health Services,Hospital/Nursing Management,
GSBC,Finance,Financial Conglomerates,
IVH,Miscellaneous,Investment Trusts/Mutual Funds,
NTAP,Electronic Technology,Computer Peripherals,
MTSC,Electronic Technology,Electronic Equipment/Instruments,
IAC,Technology Services,Internet Software/Services,
INT,Distribution Services,Wholesale Distributors,
ABCB,Finance,Regional Banks,
MAV,Miscellaneous,Investment Trusts/Mutual Funds,
JPS,Miscellaneous,Investment Trusts/Mutual Funds,
COB,Non-Energy Minerals,Other Metals/Minerals,
AA,Non-Energy Minerals,Aluminum,
QQQX,Miscellaneous,Investment Trusts/Mutual Funds,
HPP,Finance,Real Estate Investment Trusts,
BME,Miscellaneous,Investment Trusts/Mutual Funds,
MATW,Producer Manufacturing,Metal Fabrication,
NTGR,Technology Services,Information Technology Services,
NRZ,Finance,Real Estate Investment Trusts,
TX,Non-Energy Minerals,Steel,
ECR,Process Industries,Chemicals: Agricultural,
BTZ,Miscellaneous,Investment Trusts/Mutual Funds,
EVRI,Consumer Services,Casinos/Gaming,
OEC,Process Industries,Chemicals: Specialty,
APTS,Finance,Real Estate Investment Trusts,
PEN,Health Technology,Medical Specialties,
JD,Retail Trade,Internet Retail,
GBNK,Finance,Regional Banks,
BMA,Finance,Regional Banks,
DRIV,Miscellaneous,Investment Trusts/Mutual Funds,
CDNS,Technology Services,Packaged Software,
GLPG,Health Technology,Biotechnology,
ULTA,Retail Trade,Specialty Stores,
LEO,Miscellaneous,Investment Trusts/Mutual Funds,
SIRI,Consumer Services,Broadcasting,
ACBI,Finance,Regional Banks,
HHY,Miscellaneous,Investment Trusts/Mutual Funds,
UZB,Communications,Wireless Telecommunications,
DXLG,Retail Trade,Apparel/Footwear Retail,
OMAB,Transportation,Other Transportation,
BOOM,Producer Manufacturing,Metal Fabrication,
MLR,Producer Manufacturing,Trucks/Construction/Farm Machinery,
RLJ,Finance,Real Estate Investment Trusts,
BTA,Miscellaneous,Investment Trusts/Mutual Funds,
BXE,Electronic Technology,Electronic Production Equipment,
EXR,Finance,Real Estate Investment Trusts,
KKR,Finance,Investment Managers,
TDY,Electronic Technology,Aerospace & Defense,
IPGP,Electronic Technology,Semiconductors,
SAVE,Transportation,Airlines,
COH,Electronic Technology,Electronic Components,
NSC,Transportation,Railroads,
AVGO,Electronic Technology,Semiconductors,
CWCO,Utilities,Water Utilities,
